ID,Input,Expected,English,Intent,Correct,Flags,Trans Time,LLM Time,Total Time
gen_460,වෙනත් වචන වලින් මේක ඉදිරිපත් කරන්න,REPHRASE,"In other words, make this present.",EXPLAIN,False,"{""language_style"": ""simple""}",1.883,3.849,5.732
gen_461,ආයෙත් සැරයක් මුල ඉඳන් කියවන්නකෝ,REPEAT,Read it again from the beginning.,READ_HEADLINES,False,"{""speed"": ""fast""}",1.787,3.847,5.634
gen_462,මට හරියට ඇහුණේ නෑ නැවත කියන්න,REPEAT,I just didn't hear you say it again.,REPEAT,True,"{""speed"": ""fast""}",2.762,3.799,6.561
gen_463,අන්තිමට කියපු ටික ආයෙත් කියන්න,REPEAT,Say it again .,REPEAT,True,"{""speed"": ""fast""}",1.252,3.701,4.953
gen_464,ඔය වාක්‍යය ආයෙත් කියන්න පුළුවන්ද,REPEAT,Can you repeat that sentence ?,REPEAT,True,"{""speed"": ""fast""}",1.751,3.727,5.478
gen_465,නැවත වරක් මේ ඡේදය කියවන්න,REPEAT,Read this verse again.,READ_ARTICLE,False,"{""speed"": ""fast""}",1.474,3.792,5.266
gen_466,දැන් කියවීම නවත්වන්න,STOP,Now stop reading,STOP,True,"{""speed"": ""fast""}",1.112,3.664,4.776
gen_467,පොඩ්ඩක් ඉන්න නවතින්න,STOP,"Wait a minute , stop .",STOP,True,"{""speed"": ""fast""}",1.637,3.678,5.315
gen_468,ඔතනින් නවත්වලා තියන්න,STOP,Stop there and stop there,STOP,True,"{""speed"": ""fast""}",1.433,3.664,5.097
gen_469,හරි දැන් කියෙව්වා ඇති,STOP,"Okay , now I 've read enough .",STOP,True,"{""speed"": ""fast""}",2.299,3.708,6.007
gen_470,නතර කරන්න,STOP,Stop it,STOP,True,"{""speed"": ""fast""}",0.87,3.629,4.499
gen_471,අද පත්තරේ ප්‍රධාන සිරස්තල ටික කියවන්න,READ_HEADLINES,Read the main headlines of today's paper,READ_HEADLINES,True,"{""language_style"": ""simple""}",2.349,3.929,6.278
gen_472,මුල් පිටුවේ මොනවද තියෙන්නේ කියලා සිරස්තල කියවන්න,READ_HEADLINES,Read the headlines on the original page,READ_HEADLINES,True,"{""language_style"": ""simple""}",1.909,3.915,5.825
gen_473,දිනමිණ පත්තරේ අද සිරස්තල මොනවද,READ_HEADLINES,What are the headlines of the daily newspaper today?,READ_HEADLINES,True,"{""language_style"": ""simple""}",2.565,3.995,6.56
gen_474,වෙනත් ප්‍රවෘත්ති සිරස්තල අහන්න ඕනේ,READ_HEADLINES,Other news headlines to hear,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.789,3.884,5.672
gen_475,අද දවසේ ප්‍රධාන පුවත් සිරස්තල කියවන්න,READ_HEADLINES,Read the headlines of today's main news,READ_HEADLINES,True,"{""language_style"": ""simple""}",2.273,3.97,6.243
gen_476,දේශපාලන පුවත් පිටුවට යන්න,NAVIGATE_SECTION,political news page,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.066,3.699,4.765
gen_477,ක්‍රීඩා ලිපි තියෙන කොටසට යමු,NAVIGATE_SECTION,Let's go to the section with sports articles,NAVIGATE_SECTION,True,"{""language_style"": ""simple""}",2.387,3.925,6.312
gen_478,ව්‍යාපාරික පුවත් පිටුව පෙරලන්න,NAVIGATE_SECTION,Business news page,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.136,3.699,4.836
gen_479,කතුවැකිය කියවන්න ඒ පිටුවට යන්න,NAVIGATE_SECTION,Read the book and go to that page,READ_ARTICLE,False,"{""language_style"": ""simple""}",2.188,3.952,6.14
gen_480,විදේශ පුවත් තියෙන තැනට යන්න,NAVIGATE_SECTION,Go to a place with foreign news,NEXT_PAGE,False,"{""language_style"": ""simple""}",2.062,3.773,5.835
gen_481,පත්තරේ මුලටම ආපහු යන්න,GO_TO_START,Go back to the beginning of the paper,GO_TO_START,True,"{""language_style"": ""simple""}",1.889,3.966,5.855
gen_482,පළවෙනි පිටුවට යමු,GO_TO_START,Let's go to the first page.,GO_TO_START,True,"{""language_style"": ""simple""}",2.096,3.917,6.013
gen_483,අගටම යන්න අන්තිම පිටුවට,GO_TO_END,Go to the last page.,GO_TO_END,True,"{""language_style"": ""simple""}",1.606,3.851,5.457
gen_484,අවසන් පිටුවට පෙරලන්න,GO_TO_END,Go to the last page,GO_TO_END,True,"{""language_style"": ""simple""}",1.468,3.708,5.176
gen_485,දෙවැනි පිටුවට යන්න,NAVIGATE_PAGE_NUMBER,Go to the second page,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.38,3.717,5.096
gen_486,පිටු අංක එකොළහ පෙරලන්න,NAVIGATE_PAGE_NUMBER,Page number one,NEXT_PAGE,False,"{""language_style"": ""simple""}",1.113,3.795,4.908
gen_487,මේකේ මොනවද අන්තර්ගත වෙලා තියෙන්නේ,IDENTIFY_CONTENT,What's in this?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.777,3.766,5.542
gen_488,මේ පිටුවේ තියෙන මාතෘකා මොනවද කියලා කියන්න,IDENTIFY_CONTENT,Tell me what the topics on this page are,IDENTIFY_CONTENT,True,"{""language_style"": ""simple""}",2.798,4.002,6.799
gen_489,මේ ප්‍රවෘත්තිය ඇතුලේ තියෙන දේවල් මොනවද,IDENTIFY_CONTENT,What's in this news?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.898,3.811,5.709
gen_490,මෙතන අඩංගු වෙලා තියෙන්නේ මොනවද,IDENTIFY_CONTENT,What's in here?,READ_ARTICLE,False,"{""language_style"": ""simple""}",1.855,3.855,5.71
gen_491,මේ සම්පූර්ණ ප්‍රවෘත්තියම කියවන්න පටන් ගන්න,READ_ARTICLE,Start reading the full news.,READ_ARTICLE,True,"{""speed"": ""fast""}",1.781,3.822,5.603
gen_492,හ්ම්... මට මේකේ දිග විස්තර අහන්න වෙලාවක් නෑ ඒ නිසා සාරාංශයක් විතරක් කියන්න,SUMMARIZE,Um... I don't have time to ask for details on this so just give a summary,SUMMARIZE,True,"{""language_style"": ""simple""}",4.411,4.21,8.621
gen_493,මේක නම් මට හරියටම තේරුනේ නෑ කරුණාකරලා මේක තව ටිකක් පැහැදිලි කරලා දෙනවද,EXPLAIN,"If this is it, I don't understand. Please explain this a little more.",EXPLAIN,True,"{""language_style"": ""simple""}",4.02,4.006,8.026
gen_494,ඇත්තටම මට ඕනේ අද පත්තරේ තියෙන ප්‍රධානම ක්‍රීඩා සිරස්තල ටික විතරක් අහගන්න,READ_HEADLINES,I really just want to hear some of the main sports headlines in today's paper.,READ_HEADLINES,True,"{""language_style"": ""simple""}",4.298,4.102,8.399
gen_495,මට මේ වචන ටිකක් අමාරුයි වගේ පුළුවන් නම් මේක ඉතාමත් සරලව මට කියල දෙන්න,SIMPLIFY,I find these words a little difficult if I can explain it very simply.,EXPLAIN,False,"{""language_style"": ""simple""}",3.237,3.923,7.161
gen_496,අර කලින් කියවපු ප්‍රවෘත්තියට ආපහු ගිහිල්ලා ඒකේ ඉතුරු ටික කියවන්න පුළුවන්ද,PREVIOUS_ARTICLE,Go back to the news you read before and read the rest of it.,NEXT_ARTICLE,False,"{""language_style"": ""simple""}",3.136,3.978,7.114
gen_497,ඔතනින් පොඩ්ඩක් නවත්වලා මට කියන්න අර කියපු දේ වෙනස් විදිහකට කොහොමද කියන්නේ කියලා,REPHRASE,Stop there and tell me how to say what he said differently,EXPLAIN,False,"{""language_style"": ""simple""}",2.989,3.889,6.878
gen_498,මේ පිටුව නම් කියවලා ඉවරයි අපි දැන් ඊළඟ පිටුවට යමු නේද,NEXT_PAGE,This page is finished. Let's go to the next page.,NEXT_PAGE,True,"{""language_style"": ""simple""}",2.82,3.86,6.68
gen_499,මොකක්ද ඒ කිව්වේ මට හරියට ඇහුනේ නෑ ආයෙත් මුල ඉඳන් කියවන්න පුළුවන්ද,REPEAT,What did that mean I didn't hear it? Can I read it again?,REPEAT,True,{},3.601,3.754,7.355
gen_500,මට මේ ප්‍රවෘත්තිය ඇතුලේ තියෙන දේවල් මොනවද කියලා කෙටියෙන් හඳුන්වලා දෙන්න,IDENTIFY_CONTENT,Let me know what's in this news.,IDENTIFY_CONTENT,True,"{""language_style"": ""simple""}",2.426,3.91,6.336
